QuoteText,OriginalTopic,Topic,Topic_Prob,,,,,,,
"פעם, כדי לרכוש פוליסה, היית צריך סוכן ביטוח. היום יש ביטוח ישיר, ויש סוכנים, כולם חיים בשלום, כולם מסתדרים, השרות השתפר, המחירים ירדו, הציבור רק הרוויח. ",בטחון,כלכלי,0.94249696,,,,,,,
"תודה רבה, אדוני היושב-ראש. אני מניח שבהמשך נשמע פירוט יותר נרחב מד""ר נוה על השיקולים ומסקנות הביניים. אני מברך על העבודה הנרחבת שנעשתה ועל המאמץ הגדול. ",בטחון,בלי,0.94226146,,,,,,,
"לאחרונה, הובא לידיעתנו שהגופים עצמם שעוסקים בצרכנות הם במאבק קיומי. המועצה לצרכנות עדכנה אותנו שאפילו התקציב שלה לא מוסדר. גוף שמסוגל לעשות תביעות ייצוגיות, גוף ממשלתי שמסוגל לעשות תביעה ייצוגית – יחד איתו עשינו את התביעה הייצוגית על כפל העמלות בבנקים – והקיום שלו מוטל בספק. בזמן שבמדינה אנחנו רואים התפרעות וכמעט הפקרות בהעלאת המחירים, אנחנו לא פוגשים את הגופים האלה חזקים. וחלק מהאתגר שלך זה לחזק את גופי הרגולציה, המועצה לצרכנות, הרשות להגנת הצרכן, רשות התחרות, ובמעלה הדרך תגלי עוד כמה גופים.",בטחון,כלכלי,0.93923587,,,,,,,
"זה היה היום בארבע. בארבע אני מודה שזו הייתה השעה שכבר נכנסתי למיטה, אמנם, אתה נכנס לדקויות האלה, אבל סיימנו בשלוש וחצי אתמול וזה באמת חשוב מאוד שיש נוכחות יפה של חברי כנסת פה בדיון הזה ואני באמת מברך את זה ומכבד את זה. ",בטחון,בלי,0.93902713,,,,,,,
"נתחיל במשהו אופטימי, כמו שאני אוהבת. ביום ראשון היינו בביקור ב-""הגג הורוד"", השֶלטֶר הייעודי החדש לצעירים וצעירות בקהילה הלהט""בית שנפתח בשכונת התקווה בתל אביב. הוא בעצם יהיה ההמשך של ""בית דרור"", שאתם כולכם מכירים. מקום מקסים, יפה, בלב שכונת ""התקווה"". נכון שיש בעיות עם השכנים, אתם מכירים את זה טוב אבל בסך הכול, המקום מאד יפה ומאד מזמין, נקי, מסודר עם צוות מקסים שפגשנו והכרנו. עשינו במקום סיור יחד עם משרד הרווחה ויחד עם הרשות המקומית, עם שרון מלמד. ",בטחון,נשים,0.9390053,,,,,,,
"בשבוע האחרון נוצרה אווירה שאנחנו לקראת איזושהי קטסטרופה, אם אנחנו לא נמצאים בה כבר, ואני אומרת בכנות שמאוד היה לי חשוב לבדוק את הדברים כדי לראות שאנחנו לא מפספסים כלום; שאני לא מפספסת כלום. ",בטחון,בלי,0.9389884,,,,,,,
"אני לא רוצה לחסום אותו. זה לא - - - הגדול שלי במאבק בעולם הפשע ובכספי הטרור. אני רוצה שהאיש הפשוט, שלא עשה את העבירה ורוצה להביא בסך-הכול בסופו של יום פרנסה הביתה, שיוכל לעשות את זה. גם שיעשה את העסקה, ולא רוצה שיהיה ממלא המקום של השוטר ולדווח – לא רוצה, עזוב, בחיים האזרחיים הרגילים שהוא יעשה את זה. מעל סכום מסוים אני אומר, זה כבר לא עניין של פרנסה שלך, פה זה כבר או שהרווחים שלך יהיו גדולים מאוד, ופה אני יכול להגיד לך, בוא תהיה שותף שלי, של המדינה, במאבק. אבל אני לא רוצה שהשותפות שלו תהיה על חשבון הפרנסה שלו או על חשבון זה ש הוא צריך לצלצל ולהודיע, ומחר ייצא עליו שם שהוא ""מויסר"" וכולי.",בטחון,בלי,0.93596596,,,,,,,
"צריך לומר מראש שאנחנו יודעים שחברות הסלולר עומדות בדרישות של משרד התקשורת לכיסוי מיטבי, לאחוז מסוים שהמשרד קבע, אם אינני טועה 99%. ",בטחון,כלכלי,0.93509114,,,,,,,
"ההנחות בתעריפי המים נקבעו בהחלטת ועדת הכספים בשנת 2012, וההנחות בתעריפי החשמל נקבעו בוועדת הכלכלה ב-2015. ",בטחון,אנרגיה,0.934948,,,,,,,
"בוקר טוב. ועדת חוץ וביטחון מתארחת היום כאן בהר הרצל, בהיכל הזיכרון לחללי מערכות ישראל. תודה, אריה, שנעניתם. לצערי, חברי הכנסת בהופעה די דלילה, אבל הטובים פה, כרגיל.",בטחון,בטחון,0.9349075,,,,,,,
"אנחנו  מבקשים לעדכן את המחזורים בהתאם לגובה המדד, מה שאומר שמדובר בהטבה. אנחנו מגדילים את המחזור, זה אומר שהחבות אינה לגבי הנישום שאמור לנכות.  ",בטחון,כלכלי,0.9348936,,,,,,,
"ואתה אדוני, להזכיר לך, לפני כמה חודשים ביקשת מהחברים שדיברו וממני לגלות אחריות ולהביא את הנושא של ההעברות התקציביות שלא על פי התקנון. ",בטחון,בלי,0.93489265,,,,,,,
"אני מבקש מסיגל, תני לנו קצת רקע, סטטוס. איפה זה אוחז? ומה הבעיות שאתם נתקלים בהן? ומה הפתרונות? איך אנחנו יכולים להוציא את זה לפועל בצורה משולמת יותר? בבקשה, סיגל.",בטחון,בלי,0.9348747,,,,,,,
"תודה רבה רם. קודם כל אני יכול לומר לך שאני מקבל פידבקים שאתה מנהל את זה בסדר וטוב, אז אל תצטנע. אני מודה לך ששמת את הנושא על סדר היום. אמנם הבחינה בבגרות בעברית כבר התקיימה אבל זה עדיין לא מאוחר.",בטחון,בלי,0.9347434,,,,,,,
"נצרף כמובן את ברכותינו לארטיום דולגופיאט, ונאחל לו שהכנסת הזו והוועדה הזאת, בתמורה להישגיו הספורטיביים, יקדמו את כל זכויותיו במדינת ישראל, אבל זו רק אמירה צדדית. ",בטחון,תרבות,0.9345176,,,,,,,
"על-פי התכנית הזאת, אבקש מנציגי הממשלה להציג את הרעיון, את הרקע ואת הבעיות שאנחנו נתקלים בהן לעתים בנושא זה והסיבות להצעתכם. אני גם מבין שההצעה שונתה במידה מסוימת והיא שונה במידה מסוימת מהנוסח הכחול שהועבר, ובנוסח לדיון היום יש שינויים. אולי גם תוכלו להסביר את השינויים האלה. בבקשה, הציגו את עצמכם.",בטחון,בלי,0.9340747,,,,,,,
"עיקר המחלוקת כרגע נסוב על כמה באמת הענף הזה צריך מכסות חדשות, באיזה היקפים, בלי לפגוע באיזונים וביציבות הכלכלית של הענף הזה, והמחלוקת השנייה – איך מצד אחד מעניקים מכסות חדשות ליזמים חדשים, אבל לא פוגעים בוותיקים שבגלל בירוקרטיה, לא מצליחים עדיין להביא את היתרי הבנייה או אזורי הגידול החדשים והאיגרת פוגעת בהם באופן מידי וסוגרת לולים רבים. זה פחות או יותר אזור המחלוקת העתידי בנושאים של מכסות חדשות. ",בטחון,כלכלי,0.93344736,,,,,,,
"למען ההגינות, העברתי את נייר העמדה שהוציא המגזר העסקי גם לוועדה. אתמול בערב העברתי לחשב הכללי את אותו נייר, בתוספת נייר שיצא על ידי סגן החשב, שקצת הצליח להפתיע אותי. בנייר של סגן החשב, בין השורות, נראה לי שנישאר באותו מקום, לצערי. אני אומר לכל חברי הוועדה וגם לך, החשב הכללי, רוני, שאנחנו עושים את כל המאמץ להחזיר את המשק חזרה לעבודה. זאת המשימה מס' 1 שלנו. אני מרגיש שאין לנו שותפים. פניתי גם בעבר וזעקתי לסיוע. לצערי, לא קיבלנו את הסיוע הדרוש והמשק והעסקים נמצאים במצוקה אדירה. ",בטחון,בלי,0.9328194,,,,,,,
"בוקר טוב לכולם. תודה רבה על הדיון. אני לא אחזור על דבריך, אתן רק קטע קטן ואחר כך רוני ימשיך. בישראל פועלים לפי נתוני הממ""מ 35 מכשירים נייחים לצרכי רפואה, שבעה מכשירים ניידים לצרכי רפואה, ששה של כללית ואחד של אסותא, ארבעה משמשים כקבועים ושלושה ניידים מתוך השבעה. ועוד ארבעה לצרכי מחקר.",בטחון,בריאות,0.9323901,,,,,,,
"סעיף 20א.(א) לחוק יסוד: הכנסת קובע: יצא יושב ראש הכנסת את גבולות המדינה, ימלא סגן ליושב ראש הכנסת את מקומו עד שישוב היושב ראש"". ",בטחון,בלי,0.9313747,,,,,,,
"מהתגובות שאספנו ועל פי מה שוודאי יוצג פה בשעה הקרובה, עולה תמונה מדאיגה שפורטה בימים האחרונים בתקשורת, של היקף גדול של משאבים שהביא תועלת קטנה לצרכנים ורווח גדול לסוחרים ולמתווכים. אנחנו רואים בסופו של תהליך, שלא הושגה המטרה והכסף לא הלך למקומות שהיה ראוי שיגיע אליהם. ",בטחון,בלי,0.9307039,,,,,,,
