Type,QuoteWordCount,QuoteLen,StartDate,Speaker,QuoteText,NonStopwordsQuoteText,Tag
Committee,40.0,217.0,2018-07-16 13:00:00,"היו""ר אבי דיכטר:","מאחר וראיתי את דברי ההסבר, ואני מודה שעברתי עליהם, אני קורא לטובת מי שלא מחזיק את דברי ההסבר, כתוב כך: ""מוצע לבטל את הוראות סעיף קטן (א2). ראוי כי החלטת ועדת השרים לעניין פתיחה במלחמה או נקיטת פעולה צבאית משמעותית...""",מאחר וראיתי דברי ההסבר מודה שעברתי עליהם קורא לטובת מחזיק דברי ההסבר כתוב מוצע לבטל הוראות א2 ראוי החלטת השרים פתיחה במלחמה נקיטת פעולה צבאית משמעותית,בטחון
Committee,54.0,295.0,2022-01-19 09:00:00," << יור >> היו""ר רם בן ברק: << יור >>  ","אני מודיע ומכריז שלפי סעיף 120(ב)(2) לתקנון הכנסת, הישיבה הזאת לא חסויה. אני מבקש, על מנת לאפשר זכות דיבור לכולם, לכמה שיותר פונים, ויש הרבה, לא יותר משלוש דקות לדובר. אני מדגיש שהישיבה הזאת משודרת. ולכן, מצנעת הפרט, אם למישהו יש בעיה עם זה, אז שייקח בחשבון שהישיבה משודרת ורואים את מה שקורה פה.",ומכריז שלפי 120ב2 לתקנון חסויה מנת לאפשר זכות דיבור לכמה שיותר פונים משלוש לדובר מדגיש שהישיבה משודרת מצנעת הפרט למישהו שייקח בחשבון שהישיבה משודרת ורואים שקורה,בלי
Committee,53.0,303.0,2020-10-13 10:15:00, << דובר >> אריאל קלנר (הליכוד): << דובר >> ,"כן. הוא רוצה לשלם, מוכן. למה? כי ייתכן שיש הורים שידם אינה משגת, ואולי אין להם את הרצון ואת היכולת. האם בשם ערך השוויון כולם צריכים להיות אומללים במידה שווה? זו השאלה שלי. גישת השוויון הביאה מספיק אומללות לאנושות. ואנחנו יודעים שגם ביורוקרטיה לפעמים יכולה להביא תוצאות הפוכות לגמרי מהכוונה המקורית שלה. ",לשלם מוכן ייתכן שידם משגת ואולי הרצון היכולת בשם ערך השוויון צריכים אומללים במידה השאלה גישת השוויון הביאה אומללות לאנושות ביורוקרטיה תוצאות הפוכות לגמרי מהכוונה המקורית,רווחה
Committee,52.0,279.0,2017-07-25 09:30:00,יסמין טלמון:,"אנחנו מדברים על תיקון הכרזה על חלק משמורת טבע הר מירון, שגודלה כ-100,000 דונם לפי תכנית ג/20099 של בית ג'אן שהיא תכנית כוללת של הישוב, שהיעד שלה הוא עד 2040. מדובר פה על גריעה של 1,414 דונם מסך השמורה, כ-1,400 מתוך 100,000 בערך. מדובר על מספר מתחמים שאפשר לראות אותם בתכנית הזאת.",הכרזה משמורת טבע הר מירון שגודלה כ-100000 דונם תכנית ג/20099 גאן תכנית כוללת הישוב שהיעד 2040 גריעה 1414 דונם מסך השמורה כ-1400 100000 מתחמים שאפשר בתכנית,בלי
Committee,44.0,223.0,2016-08-01 13:50:00,מרב מיכאלי (המחנה הציוני):,"חוק חשוב שישפר את חייהם של ילדות וילדים, הורות והורים, ואני מאמינה באמונה שלמה של גם מעסיקות ומעסיקים לחלק בין כולם את הנטל שהוא נטל של ימי מחלת ילדה או ילד. נאחל בריאות לכולם ולכולן ואריכות ימים. קדימה – בואו נעביר את זה. ",שישפר חייהם ילדות וילדים הורות והורים מאמינה באמונה שלמה מעסיקות ומעסיקים לחלק הנטל נטל מחלת ילדה ילד נאחל בריאות ולכולן ואריכות ימים קדימה נעביר,רווחה
Committee,38.0,194.0,2021-12-06 13:00:00," << יור >> היו""ר מיכאל מרדכי ביטון: << יור >>   ","הצפת הנושא הזה גרמה לכך שבניינים רבים החלו להיבדק, חלק ביוזמת רשויות, חלק ביוזמת התושבים עצמם, וזה יצר בעיה חדשה, שבה לא ברור מי אחראי לבניין שיכול להיות בן 50 שנה, 60 שנה, 70 שנה, שעומד לקרוס. ",הצפת גרמה לכך שבניינים רבים החלו להיבדק ביוזמת רשויות ביוזמת התושבים עצמם יצר חדשה שבה אחראי לבניין שיכול 50 60 70 שעומד לקרוס,בלי
Committee,91.0,493.0,2018-05-22 11:00:00,"היו""ר חמד עמאר:","לכן אני יזמתי את הדיון הזה. אני רוצה לשמוע על המדיניות של מינהל מקרקעי ישראל. אם לפי מדיניות מינהל מקרקעי ישראל יש אפשרות לעצור את המכרזים בכפר ורדים, למה אין את האפשרות להגביל ולאפשר לחיילים משוחררים לקבל בחואלד, לאפשר לאותם חיילים משוחררים לקבל בשפרעם, לאפשר לראש רשות בחורפיש, שיודע שלאנשים מסוימים שזכו במכרז יש בית והם גרים בתוך הבית שלהם? יש להם הכול והוא לא יכול לבוא ולהגיד: תשמעו, הבחור הזה, משפחה שכולה, חייל משוחרר, אין לו בית, הוא מחוסר דיור והשני יש לו בית והוא גר בתוך הבית שלו. ",יזמתי המדיניות מינהל מקרקעי מדיניות מינהל מקרקעי אפשרות לעצור המכרזים בכפר ורדים האפשרות להגביל ולאפשר לחיילים משוחררים בחואלד לאפשר לאותם חיילים משוחררים בשפרעם לאפשר בחורפיש שיודע שלאנשים מסוימים שזכו במכרז והם גרים הבית הכול לבוא ולהגיד תשמעו הבחור משפחה שכולה חייל משוחרר מחוסר דיור והשני גר הבית,רווחה
Committee,46.0,230.0,2017-07-09 14:00:00,"היו""ר ניסן סלומינסקי:","יש לנו כאן למעשה דיון מרתק בין מצב של  הלכה למנהג. פשטות החוק, יכול להיות שהיא אומרת שמי שצריך למנות את הנשיא זה הוועדה לבחירות שופטים, אבל המנהג, מאז היווסדו כמעט, הוא שהסניוריטי, הוותק, הוא שקובע. הלכה ומנהג – מה גובר ואיך - - -",למעשה מרתק הלכה למנהג פשטות אומרת שמי שצריך למנות הנשיא לבחירות שופטים המנהג מאז היווסדו שהסניוריטי הוותק שקובע הלכה ומנהג גובר ואיך,בלי
Committee,56.0,293.0,2016-07-25 09:30:00,"היו""ר אורי מקלב:","אני חייב לומר משפט מקדים לדיון שלנו. אני חושב שאם פעם ילמדו במקום כלשהו או מישהו ירצה לעשות עבודה על גלגולו של חוק, הוא יכול לקחת את החוק הזה כדוגמה לגלגול עצוב של חוק, לדיונים אין ספור מיותרים לגמרי, לבלמים שמשרדי הממשלה עצמם מציבים להצעת חוק כאשר מעלים דבר אבל לא מעלים אותו כאשר החוק התקדם.",חייב משפט מקדים ילמדו כלשהו ירצה גלגולו כדוגמה לגלגול עצוב לדיונים ספור מיותרים לגמרי לבלמים שמשרדי עצמם מציבים להצעת מעלים מעלים התקדם,בלי
Committee,56.0,261.0,2016-07-24 10:30:00,"היו""ר ניסן סלומינסקי:","זה לא קשור לחוק, אבל זה קשור למצבנו הכללי. למי שצם, שיהיה לו צום מועיל. יש כאלה שמברכים בצום קל, אבל לא צמים כדי שיהיה קל כי אם כדי שיהיה קל, למה לצום? צמים כדי שזה יועיל. למי שלא צם, שירגיש בנוח, הוא יכול לשתות. לי זה לא מפריע ואני מניח שגם לאחרים זה לא יפריע.",קשור לחוק קשור למצבנו הכללי שצם צום מועיל שמברכים בצום צמים לצום צמים יועיל צם שירגיש בנוח לשתות מפריע מניח לאחרים יפריע,בלי
Committee,50.0,278.0,2021-07-11 11:30:00," << יור >> היו""ר גלעד קריב: << יור >>   ","צהריים טובים לכולם, אנחנו פותחים את הדיון הראשון מתוך סדרת הדיונים שעוסקת בהצעת חוק יסוד: הממשלה (תיקון מס' 10). כפי שעשינו גם שבוע שעבר, נקיים רצף דיונים בהצעת החוק, ונקדיש לה זמן רציני של דיון מתוך ההכרה שאנו מדברים פה על תיקונו של חוק יסוד, והדבר מחייב התייחסות רצינית לנושא.",צהריים פותחים סדרת הדיונים שעוסקת יסוד 10 שעשינו נקיים רצף דיונים ונקדיש רציני ההכרה תיקונו יסוד והדבר מחייב התייחסות רצינית לנושא,בלי
Committee,55.0,292.0,2017-06-20 14:00:00,שולי מועלם-רפאלי (הבית היהודי):,"תודה רבה, גברתי. תודה ששוב את מנהלת דיון שהוא כל כך משמעותי לכולנו. הצעת החוק הזאת בעיני היא מהלך היסטורי, לא פחות מזה, שבמקום שלא היה ייצוג אף פעם לנפגעי העבירה עצמם, אנחנו מבקשים להביא את הקול שלהם. לא רק אנחנו מבקשים. המדינה הגיעה למסקנה שהיא צריכה לסייע להם בהבאת הקול הזה בכל ההליך הקשה.",ששוב משמעותי לכולנו בעיני מהלך היסטורי שבמקום ייצוג לנפגעי העבירה עצמם מבקשים הקול מבקשים הגיעה למסקנה לסייע בהבאת הקול ההליך הקשה,בלי
